"","x"
"100",9.31313131313131
"101",9.32673267326733
"102",9.35740632886818
"103",9.38511326860841
"104",9.37266616878267
"105",9.32234432234432
"106",9.23629829290207
"107",9.11655792629166
"108",9.05157493942541
"109",9.072375127421
"110",9.09090909090909
"111",9.09090909090909
"112",9.05727155727156
"113",8.99178255372946
"114",8.91165968017389
"115",8.81769641495042
"116",8.7856071964018
"117",8.81226053639847
"118",8.80776473996813
"119",8.75943597778094
"120",8.68347338935574
"121",8.59504132231405
"122",8.50833220430836
"123",8.4766093562575
"124",8.48413322842906
"125",8.45161290322581
"126",8.38095238095238
"127",8.29896262967129
"128",8.21850393700787
"129",8.18798449612403
"130",8.18127608825283
"131",8.13857897827364
"132",8.06153134397409
"133",7.98587377534746
"134",7.91156996970037
"135",7.893864013267
"136",7.89760348583878
"137",7.86818376985831
"138",7.80704538241828
"139",7.72599311854864
"140",7.70811921891059
"141",7.71023302938197
"142",7.68155029467586
"143",7.62336255294002
"144",7.54662004662005
"145",7.51915708812261
"146",7.52007557864903
"147",7.49231199329047
"148",7.43702886560029
"149",7.39161980772719
"150",7.36465324384788
"151",7.32008830022075
"152",7.24991286162426
"153",7.18954248366013
"154",7.14710126474832
"155",7.09677419354839
"156",7.02233250620347
"157",6.96553976808754
"158",6.90961864065145
"159",6.85454979699069
"160",6.80031446540881
"161",6.74689440993789
"162",6.69427191166322
"163",6.63485571461032
"164",6.60631452940296
"165",6.60014781966001
"166",6.59364731653888
"167",6.58682634730539
"168",6.57969774736242
"169",6.57227387996619
"170",6.55760529063696
"171",6.52218782249742
"172",6.48034815721474
"173",6.47264417260384
"174",6.4846189621952
"175",6.49589490968801
"176",6.50649350649351
"177",6.51643554185927
"178",6.51939313146702
"179",6.51559851861151
"180",6.48665425201738
"181",6.44567219152855
"182",6.43555339687936
"183",6.44328349246382
"184",6.44452363981943
"185",6.43948296122209
"186",6.42836384771869
"187",6.41136219883848
"188",6.38866765274775
"189",6.32669143307441
"190",6.29351155666945
"191",6.282722513089
"192",6.28817626527051
"193",6.28778065630397
"194",6.28171572031409
"195",6.26486915146709
"196",6.23757195185767
"197",6.19496529576298
"198",6.16315438650464
"199",6.14689609664484
"200",6.14070351758794
"201",6.14427860696517
"202",6.14255455396286
"203",6.13568746037165
"204",6.11416980585338
"205",6.07843137254902
"206",6.0620412029363
"207",6.05037287181652
"208",6.04329245633593
"209",6.04066985645933
"210",6.04237867395762
"211",6.04378244188671
"212",6.04488956451757
"213",6.02799185047391
"214",5.99359396252907
"215",5.97261464898935
"216",5.97329888027562
"217",5.97371565113501
"218",5.97387223607999
"219",5.9737757111139
"220",5.97343295973433
"221",5.97285067873303
"222",5.97203538380009
"223",5.95887367187816
"224",5.92969250480461
"225",5.90873015873016
"226",5.90757128810226
"227",5.90620248723247
"228",5.90462941494706
"229",5.9028575806328
"230",5.90089234858553
"231",5.8987389422172
"232",5.89267054784296
"233",5.8753884860145
"234",5.8435127104655
"235",5.82287688670667
"236",5.82041110710422
"237",5.8177787313166
"238",5.81498422153672
"239",5.81203192574101
"240",5.80892608089261
"241",5.80221300138313
"242",5.78855320462261
"243",5.76471788593001
"244",5.74445119071713
"245",5.74105051856808
"246",5.73751451800232
"247",5.73384681215233
"248",5.73005093378608
"249",5.72289156626506
"250",5.70923694779116
"251",5.68605577689243
"252",5.66622399291722
"253",5.66221218395131
"254",5.65808720550247
"255",5.65385209201791
"256",5.64644607843137
"257",5.63290369649805
"258",5.6103520043435
"259",5.58199395408698
"260",5.56875556875557
"261",5.56439728853522
"262",5.55994267497295
"263",5.55539430528546
"264",5.54499366286439
"265",5.52601486563751
"266",5.50148957298908
"267",5.4912562304638
"268",5.48661188439823
"269",5.48188425900239
"270",5.47707558859975
"271",5.46398797321307
"272",5.44009116561754
"273",5.42986425339367
"274",5.42498863666747
"275",5.4200398142004
"276",5.41238471673254
"277",5.39423429079684
"278",5.37880165181934
"279",5.37376550372605
"280",5.36866359447005
"281",5.35841382816472
"282",5.33807829181495
"283",5.32040197478886
"284",5.31528392972677
"285",5.30763528539659
"286",5.2926021347074
"287",5.27033941668088
"288",5.25793650793651
"289",5.24317570165321
"290",5.2189476196158
"291",5.19966820713355
"292",5.18053005695994
"293",5.16153162840713
"294",5.1426714030322
"295",5.12394788423844
"296",5.10306917086578
"297",5.08235508235508
"298",5.07310238853863
"299",5.06834863414963
"300",5.06354515050167
"301",5.05869324473976
"302",5.05379419594728
"303",5.04884925578651
"304",5.0395171096057
"305",5.01509922346851
"306",5.00160720025715
"307",4.99670009154585
"308",4.99175092008968
"309",4.98676081200353
"310",4.98173086961061
"311",4.97666217197386
"312",4.9715557754143
"313",4.96231670353076
"314",4.944954315134
"315",4.92569002123142
"316",4.91661643560378
"317",4.91155213033582
"318",4.90645398091383
"319",4.90132292344394
"320",4.89615987460815
"321",4.89096573208723
"322",4.8838064278942
"323",4.87279580024229
"324",4.8580055803998
"325",4.85090218423552
"326",4.84568192543653
"327",4.84043451342376
"328",4.83516073692847
"329",4.8298613685225
"330",4.82269503546099
"331",4.81186487228783
"332",4.78833764059258
"333",4.77405115959333
"334",4.76524428620237
"335",4.76003217445706
"336",4.75479744136461
"337",4.74954076586124
"338",4.74426281319685
"339",4.73896423522019
"340",4.73191046330036
"341",4.71795756425737
"342",4.7023717651901
"343",4.69541199938622
"344",4.69014848464303
"345",4.68486686889114
"346",4.67956773058557
"347",4.67425163665439
"348",4.66891914273411
"349",4.66357079339986
"350",4.65656979124028
"351",4.64306064306064
"352",4.62962962962963
"353",4.62432397630698
"354",4.61900417726989
"355",4.61367072491446
"356",4.60832410191486
"357",4.60296478141819
"358",4.59759322723503
"359",4.59220989402593
"360",4.58681522748375
"361",4.5752539242844
"362",4.56221973952036
"363",4.55686954933565
"364",4.55150909696364
"365",4.54613879271414
"366",4.54075903885021
"367",4.53537022974643
"368",4.5299727520436
"369",4.52456698480028
"370",4.51768842012744
"371",4.50499016536752
"372",4.49236298292902
"373",4.48701317420508
"374",4.48165617697237
"375",4.47629233511586
"376",4.4709219858156
"377",4.46554545967605
"378",4.46016308085274
"379",4.45337912356382
"380",4.4438272462158
"381",4.42878850669982
"382",4.41659452254332
"383",4.41130233893347
"384",4.40600522193211
"385",4.40070346320346
"386",4.39539734876522
"387",4.39008715909547
"388",4.38344122113002
"389",4.37415524872128
"390",4.35831520664426
"391",4.34913764837038
"392",4.34391147763453
"393",4.33868203770058
"394",4.33344958086307
"395",4.32821435455889
"396",4.32169799258407
"397",4.31264788947409
"398",4.29857094034404
"399",4.28584022871248
"400",4.27944862155389
"401",4.27431421446384
"402",4.26917780176425
"403",4.26403960347148
"404",4.25767142471071
"405",4.24886933137758
"406",4.23645320197044
"407",4.22047663426974
"408",4.20942332707039
"409",4.20442015436982
"410",4.19941558828791
"411",4.19440982730995
"412",4.18940306616587
"413",4.18204471191142
"414",4.17119930752945
"415",4.15924567836564
"416",4.15315106580167
"417",4.14821988562996
"418",4.14328824022122
"419",4.13835630516952
"420",4.13001477440618
"421",4.11718131433096
"422",4.10442300548232
"423",4.0973412658398
"424",4.09251081671796
"425",4.08768035516093
"426",4.08174537420602
"427",4.07252256709657
"428",4.06334128564862
"429",4.05855826416574
"430",4.05269149455196
"431",4.0446770625371
"432",4.03239666580734
"433",4.02018646822342
"434",4.01230297676696
"435",4.00339001006409
"436",3.99240746599177
"437",3.98043373291626
"438",3.96748273303867
"439",3.95668861359878
"440",3.94595154276248
"441",3.93527107812822
"442",3.92464678178964
"443",3.91407822027926
"444",3.90356496451305
"445",3.89715558254884
"446",3.89277976520381
"447",3.88840400878803
"448",3.8840284435922
"449",3.87965319758193
"450",3.87428854243999
"451",3.8659768415866
"452",3.8547573729961
"453",3.84848307253512
"454",3.84417150470189
"455",3.83986057994869
"456",3.83555041449778
"457",3.8312411224999
"458",3.82693281606834
"459",3.82262560531248
"460",3.81547788197405
"461",3.80458360841271
"462",3.79562592143937
"463",3.79138500088824
"464",3.78714530423773
"465",3.78290693362996
"466",3.77866998938576
"467",3.77443457003428
"468",3.7702007723421
"469",3.76505749640078
"470",3.75810915029715
"471",3.75028233274608
"472",3.74608658102127
"473",3.7418927150894
"474",3.73770082336464
"475",3.73351099267155
"476",3.72932330827068
"477",3.72513785388369
"478",3.71920037192004
"479",3.71065941073191
"480",3.70476687543493
"481",3.7006237006237
"482",3.69648294959498
"483",3.69234469901978
"484",3.6882090241774
"485",3.68407599897759
"486",3.67994569598235
"487",3.6724381237272
"488",3.66327801528259
"489",3.65835260987629
"490",3.65427152456074
"491",3.65019327486595
"492",3.64611792757439
"493",3.64204554824453
"494",3.63797620123018
"495",3.63390994969942
"496",3.62984685565331
"497",3.62254170182385
"498",3.61203364766915
"499",3.60399513887212
"500",3.6
"501",3.59600798403194
"502",3.59201914895309
"503",3.58803355167798
"504",3.58405124806715
"505",3.58007229294358
"506",3.57609674010879
"507",3.57212464235876
"508",3.56582646104148
"509",3.55800318673329
"510",3.55406602719673
"511",3.55013238171981
"512",3.54620229941292
"513",3.54227582846004
"514",3.53835301613307
"515",3.53443390880586
"516",3.53051855196809
